"U.S. Department of Energy, The Energy Information Administration (EIA)",,,,,
"Monthly Generation Data by State, Producer Sector and Energy Source; Months Through December 2016",,,,,
Sources: EIA-923 Report,,,,,
,,,,,
YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2016,1,GA,"Electric Generators, Electric Utilities",Pumped Storage,47023
2016,1,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,564565
2016,1,GA,"Electric Generators, Electric Utilities",Natural Gas,3396709
2016,1,GA,"Electric Generators, Electric Utilities",Nuclear,3041538
2016,1,GA,"Electric Generators, Electric Utilities",Other,0
2016,1,GA,"Electric Generators, Electric Utilities",Petroleum,9403
2016,1,GA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,3650
2016,1,HI,Total Electric Power Industry,Total,787779
2016,1,HI,Total Electric Power Industry,Coal,128391
2016,1,HI,Total Electric Power Industry,Geothermal,19363
2016,1,HI,Total Electric Power Industry,Hydroelectric Conventional,7233
2016,1,HI,Total Electric Power Industry,Other Gases,4216
2016,1,HI,Total Electric Power Industry,Other,16527
2016,1,HI,Total Electric Power Industry,Petroleum,555544
2016,1,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,3489
2016,1,HI,Total Electric Power Industry,Other Biomass,29468
2016,1,HI,Total Electric Power Industry,Wind,23549
2016,1,HI,"Combined Heat and Power, Industrial Power",Total,32104
2016,1,HI,"Combined Heat and Power, Industrial Power",Coal,1435
2016,1,HI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,4883
2016,1,HI,"Combined Heat and Power, Industrial Power",Other Gases,4216
2016,1,HI,"Combined Heat and Power, Industrial Power",Petroleum,12846
2016,1,HI,"Combined Heat and Power, Industrial Power",Other Biomass,8724
2016,1,HI,"Combined Heat and Power, Commercial Power",Total,31871
2016,1,HI,"Combined Heat and Power, Commercial Power",Other,15430
2016,1,HI,"Combined Heat and Power, Commercial Power",Petroleum,382
2016,1,HI,"Combined Heat and Power, Commercial Power",Other Biomass,16059
2016,1,HI,"Combined Heat and Power, Electric Power",Total,227483
2016,1,HI,"Combined Heat and Power, Electric Power",Coal,126956
2016,1,HI,"Combined Heat and Power, Electric Power",Other,1097
2016,1,HI,"Combined Heat and Power, Electric Power",Petroleum,99430
2016,1,HI,"Combined Heat and Power, Electric Power",Other Biomass,0
2016,1,HI,"Electric Generators, Independent Power Producers",Total,55601
2016,1,HI,"Electric Generators, Independent Power Producers",Geothermal,19363
2016,1,HI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,542
2016,1,HI,"Electric Generators, Independent Power Producers",Other,0
2016,1,HI,"Electric Generators, Independent Power Producers",Petroleum,10741
2016,1,HI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1405
2016,1,HI,"Electric Generators, Independent Power Producers",Other Biomass,0
2016,1,HI,"Electric Generators, Independent Power Producers",Wind,23549
2016,1,HI,"Electric Generators, Electric Utilities",Total,440720
2016,1,HI,"Electric Generators, Electric Utilities",Coal,0
2016,1,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1807
2016,1,HI,"Electric Generators, Electric Utilities",Other,0
2016,1,HI,"Electric Generators, Electric Utilities",Petroleum,432144
2016,1,HI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2083
2016,1,HI,"Electric Generators, Electric Utilities",Other Biomass,4685
2016,1,IA,Total Electric Power Industry,Total,5121403
2016,1,IA,Total Electric Power Industry,Coal,2562346
2016,1,IA,Total Electric Power Industry,Hydroelectric Conventional,78575
2016,1,IA,Total Electric Power Industry,Natural Gas,251945
2016,1,IA,Total Electric Power Industry,Nuclear,451835
2016,1,IA,Total Electric Power Industry,Other,497
2016,1,IA,Total Electric Power Industry,Petroleum,14616
2016,1,IA,Total Electric Power Industry,Other Biomass,22287
2016,1,IA,Total Electric Power Industry,Wind,1739142
2016,1,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,161
2016,1,IA,"Combined Heat and Power, Industrial Power",Total,185290
2016,1,IA,"Combined Heat and Power, Industrial Power",Coal,152955
2016,1,IA,"Combined Heat and Power, Industrial Power",Natural Gas,17395
2016,1,IA,"Combined Heat and Power, Industrial Power",Other,497
2016,1,IA,"Combined Heat and Power, Industrial Power",Petroleum,8976
2016,1,IA,"Combined Heat and Power, Industrial Power",Other Biomass,5467
2016,1,IA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2016,1,IA,"Combined Heat and Power, Commercial Power",Total,21465
2016,1,IA,"Combined Heat and Power, Commercial Power",Coal,9732
2016,1,IA,"Combined Heat and Power, Commercial Power",Natural Gas,6849
2016,1,IA,"Combined Heat and Power, Commercial Power",Petroleum,1144
2016,1,IA,"Combined Heat and Power, Commercial Power",Other Biomass,3343
2016,1,IA,"Combined Heat and Power, Commercial Power",Wind,237
2016,1,IA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,161
2016,1,IA,"Combined Heat and Power, Electric Power",Total,411
2016,1,IA,"Combined Heat and Power, Electric Power",Other Biomass,411
2016,1,IA,"Electric Generators, Independent Power Producers",Total,1131673
2016,1,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,535
2016,1,IA,"Electric Generators, Independent Power Producers",Natural Gas,0
2016,1,IA,"Electric Generators, Independent Power Producers",Nuclear,451835
2016,1,IA,"Electric Generators, Independent Power Producers",Petroleum,94
2016,1,IA,"Electric Generators, Independent Power Producers",Other Biomass,10713
2016,1,IA,"Electric Generators, Independent Power Producers",Wind,668496
2016,1,IA,"Electric Generators, Electric Utilities",Total,3782563
2016,1,IA,"Electric Generators, Electric Utilities",Coal,2399658
2016,1,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,78040
2016,1,IA,"Electric Generators, Electric Utilities",Natural Gas,227701
2016,1,IA,"Electric Generators, Electric Utilities",Petroleum,4402
2016,1,IA,"Electric Generators, Electric Utilities",Other Biomass,2353
2016,1,IA,"Electric Generators, Electric Utilities",Wind,1070409
2016,1,IA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2016,1,ID,Total Electric Power Industry,Total,1376531
2016,1,ID,Total Electric Power Industry,Coal,6808
2016,1,ID,Total Electric Power Industry,Geothermal,8236
2016,1,ID,Total Electric Power Industry,Hydroelectric Conventional,676643
2016,1,ID,Total Electric Power Industry,Natural Gas,417016
2016,1,ID,Total Electric Power Industry,Other,6186
2016,1,ID,Total Electric Power Industry,Petroleum,6
2016,1,ID,Total Electric Power Industry,Other Biomass,15046
2016,1,ID,Total Electric Power Industry,Wind,210978
2016,1,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,35612
2016,1,ID,"Combined Heat and Power, Industrial Power",Total,53978
2016,1,ID,"Combined Heat and Power, Industrial Power",Coal,6808
2016,1,ID,"Combined Heat and Power, Industrial Power",Natural Gas,9096
2016,1,ID,"Combined Heat and Power, Industrial Power",Other,6186
2016,1,ID,"Combined Heat and Power, Industrial Power",Petroleum,0
2016,1,ID,"Combined Heat and Power, Industrial Power",Other Biomass,890
2016,1,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,30998
2016,1,ID,"Combined Heat and Power, Commercial Power",Total,671
2016,1,ID,"Combined Heat and Power, Commercial Power",Natural Gas,0
2016,1,ID,"Combined Heat and Power, Commercial Power",Petroleum,0
2016,1,ID,"Combined Heat and Power, Commercial Power",Other Biomass,671
2016,1,ID,"Combined Heat and Power, Electric Power",Total,15100
2016,1,ID,"Combined Heat and Power, Electric Power",Natural Gas,7247
2016,1,ID,"Combined Heat and Power, Electric Power",Other Biomass,3238
2016,1,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,4614
2016,1,ID,"Electric Generators, Independent Power Producers",Total,453572
2016,1,ID,"Electric Generators, Independent Power Producers",Geothermal,8236
2016,1,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,40677
2016,1,ID,"Electric Generators, Independent Power Producers",Natural Gas,184545
2016,1,ID,"Electric Generators, Independent Power Producers",Other Biomass,9135
2016,1,ID,"Electric Generators, Independent Power Producers",Wind,210978
2016,1,ID,"Electric Generators, Electric Utilities",Total,853211
2016,1,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,635966
2016,1,ID,"Electric Generators, Electric Utilities",Natural Gas,216128
2016,1,ID,"Electric Generators, Electric Utilities",Petroleum,6
2016,1,ID,"Electric Generators, Electric Utilities",Other Biomass,1111
2016,1,IL,Total Electric Power Industry,Total,17068843
2016,1,IL,Total Electric Power Industry,Coal,5728097
2016,1,IL,Total Electric Power Industry,Hydroelectric Conventional,15720
2016,1,IL,Total Electric Power Industry,Natural Gas,1109146
2016,1,IL,Total Electric Power Industry,Nuclear,8835111
2016,1,IL,Total Electric Power Industry,Other Gases,33654
2016,1,IL,Total Electric Power Industry,Other,19224
2016,1,IL,Total Electric Power Industry,Petroleum,8106
2016,1,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,2075
2016,1,IL,Total Electric Power Industry,Other Biomass,49942
2016,1,IL,Total Electric Power Industry,Wind,1267770
2016,1,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2016,1,IL,"Combined Heat and Power, Industrial Power",Total,235132
2016,1,IL,"Combined Heat and Power, Industrial Power",Coal,135848
2016,1,IL,"Combined Heat and Power, Industrial Power",Natural Gas,47664
2016,1,IL,"Combined Heat and Power, Industrial Power",Other Gases,31967
2016,1,IL,"Combined Heat and Power, Industrial Power",Other,19653
2016,1,IL,"Combined Heat and Power, Industrial Power",Petroleum,0
2016,1,IL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2016,1,IL,"Combined Heat and Power, Commercial Power",Total,35277
2016,1,IL,"Combined Heat and Power, Commercial Power",Coal,4411
2016,1,IL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,383
2016,1,IL,"Combined Heat and Power, Commercial Power",Natural Gas,29421
2016,1,IL,"Combined Heat and Power, Commercial Power",Petroleum,568
2016,1,IL,"Combined Heat and Power, Commercial Power",Other Biomass,0
2016,1,IL,"Combined Heat and Power, Commercial Power",Wind,495
2016,1,IL,"Combined Heat and Power, Electric Power",Total,62979
2016,1,IL,"Combined Heat and Power, Electric Power",Natural Gas,60549
2016,1,IL,"Combined Heat and Power, Electric Power",Other Gases,1687
2016,1,IL,"Combined Heat and Power, Electric Power",Petroleum,0
2016,1,IL,"Combined Heat and Power, Electric Power",Other Biomass,744
2016,1,IL,"Electric Generators, Independent Power Producers",Total,16422735
2016,1,IL,"Electric Generators, Independent Power Producers",Coal,5307032
2016,1,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,8641
2016,1,IL,"Electric Generators, Independent Power Producers",Natural Gas,950163
2016,1,IL,"Electric Generators, Independent Power Producers",Nuclear,8835111
2016,1,IL,"Electric Generators, Independent Power Producers",Other,-429
2016,1,IL,"Electric Generators, Independent Power Producers",Petroleum,6801
2016,1,IL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1921
2016,1,IL,"Electric Generators, Independent Power Producers",Other Biomass,47466
2016,1,IL,"Electric Generators, Independent Power Producers",Wind,1266028
2016,1,IL,"Electric Generators, Electric Utilities",Total,312720
2016,1,IL,"Electric Generators, Electric Utilities",Coal,280806
2016,1,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,6697
2016,1,IL,"Electric Generators, Electric Utilities",Natural Gas,21350
2016,1,IL,"Electric Generators, Electric Utilities",Petroleum,737
2016,1,IL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,153
2016,1,IL,"Electric Generators, Electric Utilities",Other Biomass,1732
2016,1,IL,"Electric Generators, Electric Utilities",Wind,1247
2016,1,IN,Total Electric Power Industry,Total,9552449
2016,1,IN,Total Electric Power Industry,Coal,6684376
2016,1,IN,Total Electric Power Industry,Hydroelectric Conventional,42982
2016,1,IN,Total Electric Power Industry,Natural Gas,1691184
2016,1,IN,Total Electric Power Industry,Other Gases,202055
2016,1,IN,Total Electric Power Industry,Other,29924
2016,1,IN,Total Electric Power Industry,Petroleum,197192
2016,1,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,10295
2016,1,IN,Total Electric Power Industry,Other Biomass,38785
2016,1,IN,Total Electric Power Industry,Wind,655655
2016,1,IN,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2016,1,IN,"Combined Heat and Power, Industrial Power",Total,284712
2016,1,IN,"Combined Heat and Power, Industrial Power",Coal,0
2016,1,IN,"Combined Heat and Power, Industrial Power",Natural Gas,48168
2016,1,IN,"Combined Heat and Power, Industrial Power",Other Gases,200750
2016,1,IN,"Combined Heat and Power, Industrial Power",Other,28429
2016,1,IN,"Combined Heat and Power, Industrial Power",Petroleum,1392
2016,1,IN,"Combined Heat and Power, Industrial Power",Other Biomass,5973
2016,1,IN,"Combined Heat and Power, Commercial Power",Total,19909
2016,1,IN,"Combined Heat and Power, Commercial Power",Coal,2364
2016,1,IN,"Combined Heat and Power, Commercial Power",Natural Gas,14464
2016,1,IN,"Combined Heat and Power, Commercial Power",Other,1495
2016,1,IN,"Combined Heat and Power, Commercial Power",Petroleum,37
2016,1,IN,"Combined Heat and Power, Commercial Power",Other Biomass,1485
2016,1,IN,"Combined Heat and Power, Commercial Power",Wind,63
2016,1,IN,"Combined Heat and Power, Electric Power",Total,731941
2016,1,IN,"Combined Heat and Power, Electric Power",Coal,481516
2016,1,IN,"Combined Heat and Power, Electric Power",Natural Gas,250425
2016,1,IN,"Combined Heat and Power, Electric Power",Petroleum,0
2016,1,IN,"Electric Generators, Independent Power Producers",Total,677988
2016,1,IN,"Electric Generators, Independent Power Producers",Coal,0
2016,1,IN,"Electric Generators, Independent Power Producers",Natural Gas,9290
2016,1,IN,"Electric Generators, Independent Power Producers",Petroleum,0
2016,1,IN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,8467
2016,1,IN,"Electric Generators, Independent Power Producers",Other Biomass,4640
2016,1,IN,"Electric Generators, Independent Power Producers",Wind,655591
2016,1,IN,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2016,1,IN,"Electric Generators, Electric Utilities",Total,7837899
2016,1,IN,"Electric Generators, Electric Utilities",Coal,6200496
2016,1,IN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,42982
2016,1,IN,"Electric Generators, Electric Utilities",Natural Gas,1368837
2016,1,IN,"Electric Generators, Electric Utilities",Other Gases,1306
2016,1,IN,"Electric Generators, Electric Utilities",Other,0
2016,1,IN,"Electric Generators, Electric Utilities",Petroleum,195763
2016,1,IN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1827
2016,1,IN,"Electric Generators, Electric Utilities",Other Biomass,26687
2016,1,IN,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2016,1,KS,Total Electric Power Industry,Total,4111477
2016,1,KS,Total Electric Power Industry,Coal,2082430
2016,1,KS,Total Electric Power Industry,Hydroelectric Conventional,2919
2016,1,KS,Total Electric Power Industry,Natural Gas,44427
2016,1,KS,Total Electric Power Industry,Nuclear,910276
2016,1,KS,Total Electric Power Industry,Other,0
2016,1,KS,Total Electric Power Industry,Petroleum,2875
2016,1,KS,Total Electric Power Industry,Solar Thermal and Photovoltaic,116
2016,1,KS,Total Electric Power Industry,Other Biomass,6824
2016,1,KS,Total Electric Power Industry,Wind,1061610
2016,1,KS,"Combined Heat and Power, Industrial Power",Total,5098
2016,1,KS,"Combined Heat and Power, Industrial Power",Natural Gas,3706
2016,1,KS,"Combined Heat and Power, Industrial Power",Other,0
2016,1,KS,"Combined Heat and Power, Industrial Power",Other Biomass,1392
2016,1,KS,"Electric Generators, Independent Power Producers",Total,1000108
2016,1,KS,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,2919
2016,1,KS,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,116
2016,1,KS,"Electric Generators, Independent Power Producers",Other Biomass,5432
2016,1,KS,"Electric Generators, Independent Power Producers",Wind,991641
2016,1,KS,"Electric Generators, Electric Utilities",Total,3106271
2016,1,KS,"Electric Generators, Electric Utilities",Coal,2082430
2016,1,KS,"Electric Generators, Electric Utilities",Natural Gas,40722
2016,1,KS,"Electric Generators, Electric Utilities",Nuclear,910276
2016,1,KS,"Electric Generators, Electric Utilities",Petroleum,2875
2016,1,KS,"Electric Generators, Electric Utilities",Wind,69969
